,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,Level of Engagement,class
817,6209,6209,AnnCoulter,2023-03-30 22:18:58+00:00,2518,375,942,93,588620.0,"They're trying to make him our nominee. 

Would they do that because they think he'd be tough to beat or easy to beat?

https://t.co/DiWO5oSxOV",3928,2
818,10607,10607,ThePopTingz,2023-03-31 15:25:00+00:00,3594,282,34,17,110606.0,"Taylor Swift has surpassed 44 billion total streams on the Spotify.

She extends her record as the most streamed female artist in Spotify history. https://t.co/ymXZaMSp9z",3927,2
819,3295,3295,raphousetv2,2023-03-31 09:56:19+00:00,3162,263,194,307,1563184.0,Rapper BTB Savage has Passed Away after being Shot in Houston💔🙏🏾🕊️ https://t.co/rMqUhUdWLO,3926,2
820,1611,1611,afuckingmohawk,2023-03-29 17:21:48+00:00,3678,213,21,10,661704.0,RIP Marty. Any Chapo fan knows that cat was a true staple to the show. https://t.co/qjBoW6zVuv,3922,2
821,7457,7457,cherrymartell,2023-03-31 11:18:45+00:00,3443,446,12,12,103374.0,the fact that abby gets more hate than david is so weird. y’all let a cannibal child r@pist slide but send death threats to the face model of a character that killed a character you love??? fucking weird.,3913,1
822,6996,6996,cherrymartell,2023-03-31 11:18:45+00:00,3441,444,12,12,103298.0,the fact that abby gets more hate than david is so weird. y’all let a cannibal child r@pist slide but send death threats to the face model of a character that killed a character you love??? fucking weird.,3909,1
823,2038,2038,ERnurse86,2023-03-31 20:13:17+00:00,3065,782,38,22,67676.0,"White sisters, do y'all realize y'all are guilty of some of the same exact stuff white men do to you? Y'all do it to women of color all the time but you don't even realize it. Wake up https://t.co/iY2KlTjICE",3907,2
824,10756,10756,NEWSJISOO,2023-03-31 07:26:54+00:00,2863,927,50,66,55293.0,"""ME"" by JISOO breaks the record for the highest 1st day of sales by a female soloist on Hanteo history (852,873 copies *still counting*) doing so in 3 hours. https://t.co/Z7fZHUaRXQ",3906,2
825,3298,3298,The_BlackBaronn,2023-03-31 06:24:49+00:00,3854,39,4,3,87294.0,@btb_savage Him when he wakes up and sees the dude he killed in hell https://t.co/dS7THnrbOJ,3900,2
826,8445,8445,Dat_Nato,2023-03-28 10:17:46+00:00,2428,1357,58,56,270801.0,"1. There are more than two genders
2. Dogs and cats rank above humans 
3. Pitbulls can kill children and the child gets blamed
4. People should believe all women
5. A divorced marriage is a successful marriage
6. Your child can't drink &amp; drive until 16-18, but they can choose to",3899,2
827,6454,6454,meerfaisal01,2023-03-30 21:11:35+00:00,2141,1494,151,111,84657.0,"This visual is from Kazipara in Howrah, West Bengal, This is how Hindutva goons have been celebrating Ramnavami. They deliberately set fire in front of a temple so that if anything happened to the temple, they could blame Muslims for it.

#HindutvaTerror https://t.co/ngJmAGq2W5",3897,2
828,678,678,JohnBollingHall,2023-03-31 23:48:49+00:00,3442,387,62,4,43704.0,@catturd2 Trump is the only person between us and a government that prosecutes people for memes. We need him back in the White House.,3895,0
829,10798,10798,TWICE_STAT,2023-03-30 20:54:20+00:00,3245,631,3,3,34121.0,"#TWICE (@JYPETWICE) have surpassed 11.1 MILLION physical sales on the Circle Chart, extending their record as the best-selling female act on the chart! 🔥 https://t.co/myWZgphAGG",3882,2
830,3524,3524,hannaweeny,2023-03-31 03:33:22+00:00,3318,473,59,31,101818.0,"I also fucking despise the argument that “autism is only a disability because of the social model of it and how NT’s treat us” 

like my guy. there’s so many traits of my autism that disable me that have NOTHING to do with socialising. it pisses me off.",3881,1
831,335,335,yanaazmill,2023-03-30 18:36:02+00:00,2776,762,42,298,370315.0,"It's 2am and I just finished bersihkan rumah and toilet. I'm so mad pissed with my housemates. Why???

1. Sampah dah seminggu under the sink. Whole house berbau and nobody even took out the trash. Dah lah berair.
2. The drain in the toilet is clogged bcs of their hair (cont)",3878,2
832,8209,8209,JohnBollingHall,2023-03-31 23:48:49+00:00,3420,385,61,4,43476.0,@catturd2 Trump is the only person between us and a government that prosecutes people for memes. We need him back in the White House.,3870,0
833,9486,9486,ERnurse86,2023-03-31 20:13:17+00:00,3031,772,37,22,66830.0,"White sisters, do y'all realize y'all are guilty of some of the same exact stuff white men do to you? Y'all do it to women of color all the time but you don't even realize it. Wake up https://t.co/iY2KlTjICE",3862,2
834,1700,1700,Java_jigga,2023-03-31 07:00:37+00:00,3633,161,43,21,209787.0,Animation is cinema niggas when you ask them to watch something that isn’t a well made children’s film https://t.co/K5j7ynmuG4,3858,0
835,11093,11093,JustBeingMerry,2023-03-28 21:56:14+00:00,3154,529,148,26,44327.0,"@CalltoActivism Coming from Canada, I can't wrap my head around the fact that the gun lobby is even allowed to donate to political figures who can then be swayed to legislate in their favour. It's such a blatant conflict of interest. #guncontrol #GunReformNow #Nashville",3857,2
836,1939,1939,caitoz,2023-03-26 23:22:17+00:00,2945,802,76,33,121400.0,"My god I hate the New York Times so fucking much. Look at these assholes framing the US encirclement of China as something that ""Anxious Asia"" is doing all by itself, with the US as a passive witness who's merely supplying a local demand. https://t.co/tUziC3enat",3856,2
837,7142,7142,caitoz,2023-03-26 23:22:17+00:00,2945,802,76,33,121398.0,"My god I hate the New York Times so fucking much. Look at these assholes framing the US encirclement of China as something that ""Anxious Asia"" is doing all by itself, with the US as a passive witness who's merely supplying a local demand. https://t.co/tUziC3enat",3856,2
838,9147,9147,Java_jigga,2023-03-31 07:00:37+00:00,3631,161,43,21,209681.0,Animation is cinema niggas when you ask them to watch something that isn’t a well made children’s film https://t.co/K5j7ynmuG4,3856,0
839,8107,8107,ACTBrigitte,2023-03-31 17:24:21+00:00,2718,458,640,40,51017.0,"April Fools Day is cancelled this year.

We already have a joke in the White House.",3856,2
840,5031,5031,makeEuropaSnow,2023-03-24 17:39:36+00:00,3290,396,134,30,142370.0,White Girl things 🤍❄️ #whites https://t.co/UmxGFZKhvG,3850,0
841,11529,11529,TiffMoodNukes,2023-03-31 23:42:44+00:00,2606,1015,177,43,35752.0,"So, according to our corrupt government, you can get indicted over a misdemeanor, sentenced to 10 years in prison over a meme, but you can roam free for selling Uranium to Russia, inside trade as a member of Congress, then go rape kids on Epstein Island 

Got it👌🏾",3841,2
842,8804,8804,temakhosie,2023-03-30 19:36:50+00:00,3368,312,77,78,192381.0,"Skeem Saam has unlocked a new fear for me: thinking I'm happily married kanti my husband is out there begging his side chick not to leave him. 😭

yoh",3835,2
843,3957,3957,SlaveManhwabrw,2023-03-30 15:31:01+00:00,3631,185,5,11,37339.0,@13_fargo I want everyone to see. So cute. I stand in a very long line.🫠 https://t.co/E2IHgedlbQ,3832,2
844,968,968,BDTRELILBROTHER,2023-03-31 17:11:07+00:00,3083,492,30,219,202572.0,I turn my funny down when start dealing with a new Nigga 😭 am I the only one ? I be so calm and relaxed,3824,1
845,5490,5490,ERnurse86,2023-03-31 20:13:17+00:00,2991,766,37,22,65847.0,"White sisters, do y'all realize y'all are guilty of some of the same exact stuff white men do to you? Y'all do it to women of color all the time but you don't even realize it. Wake up https://t.co/iY2KlTjICE",3816,2
846,963,963,fakepanafrican,2023-03-31 15:08:44+00:00,3398,353,27,29,290051.0,A nigga with CDG Chucks kiII me Id be in heII mad as fuck,3807,1
847,8416,8416,Slatzism,2023-03-31 21:12:19+00:00,3072,517,176,40,176101.0,"women can’t do anything to not be blamed. 

if you tell a strange man to get away from you — you’re a hysterical Karen/not all men/get a grip. 

if you suspend judgement with a strange man and then he kills you — you’re irresponsible and had it coming. https://t.co/GIaLb74HDn",3805,2
848,6975,6975,GregLandsman,2023-03-27 17:42:33+00:00,2958,712,87,39,116626.0,"Ban these fucking weapons and get them out of our country. 

The fact that the Majority spent last week talking about protecting our children from books about being gay and not these weapons is even more maddening today. 

Three more dead elementary children.",3796,0
849,9848,9848,highendhomo,2023-03-28 12:48:23+00:00,3440,334,4,16,113349.0,jw anderson girlies rise https://t.co/SCKw3DRXaG,3794,2
850,3315,3315,reannadilley,2023-03-31 12:43:05+00:00,3322,338,121,12,42749.0,Good morning! I stand with Trump. https://t.co/OIqd7qdl4w,3793,2
851,9243,9243,Flashyasf,2023-03-29 01:59:29+00:00,2712,991,4,71,168822.0,"You the realest nigga in the world till you tell em nah, Now they don’t like ya 💯",3778,1
852,5884,5884,CNN,2023-03-27 18:15:43+00:00,1794,788,948,247,2337205.0,"The shooter who killed six people, including three students, at a Christian school in Nashville on Monday morning was a 28-year-old woman, according to police. Authorities previously said she appeared to be a teenager. https://t.co/ADGZoYvqHH",3777,2
853,2100,2100,jaxajueny,2023-03-28 13:38:57+00:00,3528,229,11,0,154161.0,Is it a mental illness because they were trans or because they decided to shoot up a school? Are these interlinked? Did all the other white and presumably straight and cis school shooters resort to gun violence because they were battling with their gender identity?,3768,2
854,610,610,tweeting90Days,2023-03-25 06:02:28+00:00,3390,256,69,52,188094.0,Kwame didn’t want to find his person. he just wanted any white woman who wanted him 😩😩😩 #LoveIsBlind #LoveisBlind4 https://t.co/4PQ7nkHtCG,3767,2
855,6012,6012,Sachinettiyil,2023-03-28 01:29:14+00:00,2900,648,163,49,99543.0,"Katherine Koonce, the head master of the Covenant school also was killed in yesterday's school shooting in Nashville by a person who claimed to be a transgender. She died trying to protect the children. https://t.co/ewslrHyvYk",3760,2
856,10704,10704,AboutMusicYT,2023-03-31 08:30:56+00:00,2828,823,86,20,41936.0,"'ME' by Jisoo of BLACKPINK breaks the record for the highest first day of sales by a female artist on Hanteo this year.

- She has surpassed TWICE's 'Ready To Be'. https://t.co/TIQQZtDWVP",3757,2
857,2987,2987,misskavonaaa,2023-03-23 20:52:15+00:00,2470,1205,5,76,142169.0,i love when a nigga do right by me so i can do right by him,3756,1
858,9251,9251,yklilmiyaaaaa,2023-03-30 23:50:32+00:00,3468,218,38,27,95589.0,my uber a twitter ass nigga. he just like me fr https://t.co/dn98REFjaA,3751,0
859,6492,6492,smoldejuns,2023-03-30 12:52:38+00:00,2583,786,4,374,89647.0,"HELP MEEE op told xiaojun that he’s the king of “giving false hope” when he says things like “we will have chances to come back to china and meet you!!” 😭😭 and xiaojun’s thoughts on receiving this award:

“BLAME THE COMPANY! DON’T BLAME ME!” https://t.co/uAQNgb3GAB",3747,2
860,10584,10584,hourlyrsjs,2023-03-31 13:18:00+00:00,3172,541,5,20,62597.0,"“jisoo and rosé are the only female kpop idols that reached #1 on US iTunes with solo songs.”
https://t.co/6npSmubln7",3738,2
861,6731,6731,kerringtonskyy,2023-03-30 23:43:07+00:00,2070,1353,23,291,199436.0,bitches don’t know if they wanna hate me or eat my pussy .,3737,1
862,5276,5276,kerringtonskyy,2023-03-30 23:43:07+00:00,2070,1353,23,291,199422.0,bitches don’t know if they wanna hate me or eat my pussy .,3737,1
863,10927,10927,NotHoodlum,2023-03-31 00:11:04+00:00,2870,466,346,41,33183.0,"Many people are saying Elise Stefanik, Bobo, MTG and Kari Lake will shave their heads like the ‘Manson Girls’.",3723,2
864,11717,11717,1800GetMauled,2023-03-27 23:35:46+00:00,3506,130,74,6,156713.0,Aragorn but from a trailer park https://t.co/Kqtn1fA2Mx,3716,0
865,10002,10002,FeministaJones,2023-03-25 17:14:22+00:00,2847,709,41,114,531318.0,"Huey Newton killed a 17y/o girl and the witness didn’t come forward bc Panthers attempted to kill her

He also repeatedly beat and raped Erika Huggins and threatened to harm her kids if she told anyone",3711,2
866,2663,2663,FeministaJones,2023-03-25 17:14:22+00:00,2847,708,41,114,531303.0,"Huey Newton killed a 17y/o girl and the witness didn’t come forward bc Panthers attempted to kill her

He also repeatedly beat and raped Erika Huggins and threatened to harm her kids if she told anyone",3710,2
867,6193,6193,DopeSocietys,2023-03-30 04:51:44+00:00,3514,162,23,4,265910.0,Pedophile caught preying on some dudes daughters.. TBH i think he sould have beat him a bit more and call the cops atleast https://t.co/E7140TDryS,3703,2
868,10615,10615,WORLDMUSICAWARD,2023-03-31 12:07:02+00:00,2672,961,51,14,39841.0,#JISOO's #FLOWER has hit #1 on US iTunes and 50+ countries! Jisoo joins #Rosé as the only Female K-Pop Idol to reach #1 on US iTunes as a solo artist! 💪🥇🇺🇸🎵➕5⃣0⃣🌎❤️‍🔥👑🤍 @BLACKPINK https://t.co/Vn8wQmHjoI,3698,2
869,7777,7777,themusiclife12,2023-03-29 19:20:58+00:00,3656,26,2,1,67406.0,@fatfabfeminist They literally just hate seeing fat ppl existing,3685,0
870,9185,9185,jacksaint101,2023-03-31 18:38:01+00:00,2598,894,104,79,444914.0,"One of My biggest fear is getting one of these things pregnant fr.. idk how y’all niggas can see shit like this &amp; still play around like that. Some men are on child support solely because these hoes are bitter, lazy ect…  a certain demographic have no shame in doing this…",3675,1
871,7832,7832,saetzi,2023-03-31 10:42:17+00:00,2455,1151,2,63,78654.0,"i always try to see the good in people most of the time, i always think that there is a valid reason behind their disrespect, i give people too many chances. but once i hate you, it's over. you did something that made me feel the hate that you deserve.",3671,2
872,10371,10371,PoojaMedia,2023-03-26 09:22:36+00:00,3427,227,12,3,97787.0,"Tiwa Savage boosted that guy's song more with her part. 

Remix wey no kee original. 🔥",3669,2
873,5866,5866,KeneAkers,2023-03-29 14:13:28+00:00,3168,437,47,11,145204.0,"I couldn't imagine being so damn sensitive to the world that I had to Ban White history, stop White people from voting, Black flight, call 9/11 when I see one of you jogging because your ass look suspicious. BTW; since your kids and in your music say Honk** all the time can I…",3663,0
874,6219,6219,alexbruesewitz,2023-03-30 22:12:54+00:00,2848,667,123,18,70057.0,"Anyone that says they are “indicting Trump because they want to help him beat DeSantis and be the GOP nominee” is a lying fraud!

Trump is the only person the Swamp fears! They rigged the last the election and now they’re trying to lock him up before this election because they…",3656,2
875,10753,10753,BLINKSTATS,2023-03-31 10:12:18+00:00,2578,959,60,54,113574.0,"US iTunes 🇺🇸 

#2 (+1) #JISOO, FLOWER 🔥

It is now the highest-charting song by a female artist https://t.co/7QghEhdMu1",3651,2
876,8913,8913,WargarW,2023-03-29 09:39:15+00:00,3252,141,35,208,867869.0,"The pictures below show my oldest daughter, that I (then 18) had with a Norwegian girl (19) in 1992. She later married a Communist, and denied me any contact with my daughter. I was in prison for some 15+ years, so I was unable to do anything about this, until it basically was… https://t.co/JCvcJC9mx7",3636,2
877,1248,1248,thaboyzmom3,2023-03-22 02:19:39+00:00,2292,954,28,339,188926.0,A bitch think she know my business whole time it’s a story I made up in my head 🫢🫢🫢🫢🫢🫢🫢🫢🤭🤭🫢🤭🤭🤭🤭🤭🫢🫢🫢🫢🫢🫢🫢🤭🤭🤭🤭🤭🫢🤭🫢🤭🤭🤭🫢🫢🤭,3613,1
878,6522,6522,vanmaneuro,2023-03-31 21:43:42+00:00,2788,699,95,29,118634.0,Note the coaches are hit badly . Imagine 70 people on a coach - all have to get off and get their passports stamped . Can’t blame the french . It’s the rules of brexit .  https://t.co/uolqrityUp,3611,2
879,61,61,Tomhennessey69,2023-03-26 16:17:57+00:00,2049,811,564,174,222399.0,"Hundreds of blacks break into a closed Walmart super center. They proceed to loot and plunder everything in sight. “They” tell me this was simply a one-off mental health issue and just the actions of a few bad apples, nothing more. https://t.co/kHwoYn66WE",3598,2
880,779,779,RobSchneider,2023-03-26 20:05:28+00:00,2955,355,257,14,242284.0,"As person of mixed race, I will be warning my Asian Half to be very weary of my white (Jewish Half). Except near my naughty bits which seem a bit more on my Asian side…
Thanks for the heads up!
#YouRacistTwat",3581,2
881,10220,10220,AshwiniSahaya,2023-03-29 14:11:32+00:00,2223,1234,63,60,80493.0,"Breaking news: #Bihar Betiya 

A minor girl was gang-raped by sheikh Samsed and his friend. 

While Sheikh Samsed Has been arrested, other accused is on the run https://t.co/OGWzwP1XwV",3580,2
882,10007,10007,AshwiniSahaya,2023-03-29 14:11:32+00:00,2223,1234,63,60,80493.0,"Breaking news: #Bihar Betiya 

A minor girl was gang-raped by sheikh Samsed and his friend. 

While Sheikh Samsed Has been arrested, other accused is on the run https://t.co/OGWzwP1XwV",3580,2
883,2639,2639,AshwiniSahaya,2023-03-29 14:11:32+00:00,2223,1234,63,60,80326.0,"Breaking news: #Bihar Betiya 

A minor girl was gang-raped by sheikh Samsed and his friend. 

While Sheikh Samsed Has been arrested, other accused is on the run https://t.co/OGWzwP1XwV",3580,2
884,11553,11553,Zoyablooms,2023-03-30 05:01:23+00:00,2234,757,194,384,693192.0,"Every man knows a rapist, chances are they’ve been told the story and it’s rape but because consent is such a hard concept for them, they overlook it. Men understand a lot of the points feminists make, they just choose to pretend that they because they are guilty of such actions.",3569,2
885,6583,6583,shipwreckedcrew,2023-03-30 16:14:57+00:00,2414,830,128,196,518436.0,"Let me make something CLEAR.

The videos released and played on Fox News DID NOT play a role in any ""early release"" for Jake Chansely.

Al Watkins claiming that to be the case is FALSE and is  Watkins to continuing to deflect blame away from himself for his horrible work.",3568,2
886,8148,8148,amuse,2023-03-31 10:52:50+00:00,1899,594,970,102,222686.0,"The White House declared the Nashville transgender killer the true victim of the rampage. Now the media is actively humanizing her calling her gentle, sensitive, and artistic. 
 https://t.co/bScp5VVSbM",3565,2
887,3321,3321,Rap,2023-03-31 00:58:06+00:00,3178,191,171,25,271865.0,"New Music Tonight‼️👀

Tyler, The Creator
Nardo Wick
• Lil Baby
Quavo
Polo G
• Marshmello 
• Southside
Fivio Foreign
Gucci Mane
• 21 Savage
• DaBaby
Rod Wave
Morray
• Lil Tjay 
DJ Drama
Luh Tyler
Dom Corleo 
Real Boston Richey
Larry June",3565,2
888,9558,9558,amuse,2023-03-31 10:52:50+00:00,1899,594,970,102,222708.0,"The White House declared the Nashville transgender killer the true victim of the rampage. Now the media is actively humanizing her calling her gentle, sensitive, and artistic. 
 https://t.co/bScp5VVSbM",3565,2
889,966,966,KALIYAHSL,2023-03-29 23:04:57+00:00,2441,948,11,163,155796.0,i only like niggas with money so if your man broke why would you think i’m talking to him?,3563,1
890,9209,9209,KALIYAHSL,2023-03-29 23:04:57+00:00,2441,948,11,163,155756.0,i only like niggas with money so if your man broke why would you think i’m talking to him?,3563,1
891,7850,7850,ricurainyatown,2023-03-28 06:25:18+00:00,1937,1600,0,25,107839.0,i hate when i found out that people are lying to me like i don’t wanna know pun. we were good before i know that you’re shitting me now i have to hate you,3562,1
892,4194,4194,stevewilldoit,2023-03-31 19:17:19+00:00,3206,274,63,14,441367.0,Word on street is Andrew Tate is released. @rumblevideo is about to blow the fuck it. @ rumble. Please prepare for the biggest livestream in history https://t.co/ScQX0yLA40,3557,2
893,11378,11378,PO_GrassRootM,2023-03-30 13:30:38+00:00,2804,716,24,9,39717.0,"Pensioners in Abia State paid a visit to the Governor-Elect, @alexottiofr wearing white instead of their usual protest black. The Governor-Elect @alexottiofr has assured them that no one will be left behind in his government. https://t.co/ff2vogAP9j",3553,2
894,5571,5571,lathanders,2023-03-30 19:33:32+00:00,2788,543,13,209,110921.0,"ok when were y'all going to tell me that on junkertown in overwatch the defender spawn is a pub called ""WOLFWOOD'S"" and there's a WHITE COUCH, WITH A BOTTLE OF LIQUOR ON THE FLOOR, AND TWO GLASSES, INSIDE SAID PUB? https://t.co/YPSFKu3lNf",3553,2
895,10225,10225,fakedansavage,2023-03-24 19:15:25+00:00,2746,707,61,38,101683.0,"If kids got raped by clowns as often as they get raped by preachers it would be against the law to take your kids to the circus.

https://t.co/rXnY739nFm",3552,2
896,2660,2660,fakedansavage,2023-03-24 19:15:25+00:00,2746,707,61,38,101679.0,"If kids got raped by clowns as often as they get raped by preachers it would be against the law to take your kids to the circus.

https://t.co/rXnY739nFm",3552,2
897,7368,7368,fakedansavage,2023-03-24 19:15:25+00:00,2746,707,61,38,101682.0,"If kids got raped by clowns as often as they get raped by preachers it would be against the law to take your kids to the circus.

https://t.co/rXnY739nFm",3552,2
898,10759,10759,annchachana,2023-03-31 09:37:22+00:00,2174,1330,30,17,68758.0,"Fastest Female K-Pop Soloist’s M/V’s to surpass 15 Million Views

1. #LALISA - 2h &amp; 53min
2. On The Ground 5h &amp; 30min
3. 꽃(FLOWER) - 5h &amp; 32min 🆕🔥
4. Solo - 22h &amp; 22min

LALISA CELINE GIRL
#LISAatCelinePopUp
#LISAXCELINE https://t.co/Kj7gj5xEPw",3551,2
899,6839,6839,Corey_WolfPack,2023-03-31 16:17:59+00:00,3276,241,21,11,80568.0,Seeing this go around and wanted to share. Bad Batch had some incredible deep cuts from The Clone Wars and Rogue One! https://t.co/WTaFt2fk2v,3549,2
900,6979,6979,Sicknasty_jr,2023-03-27 01:33:48+00:00,3137,334,46,30,46227.0,This is so fucking funny stan and kyle are so gay that people complain about it https://t.co/qsfYpufq8k,3547,0
901,3272,3272,HipHopAllDayy,2023-03-31 22:05:09+00:00,3192,264,48,42,200366.0,"Highest selling rap albums this week 💿

53k - Metro Boomin
35k - Drake &amp; 21 Savage
25k - Lil Baby (My Turn)
24k - Lil Baby (It’s Only Me)
19k - Drake
18k - Future
17k - Eminem (cc)
15k - Kendrick Lamar (DAMN)
15k - Kendrick Lamar (GKMC)
15k - Nicki Minaj

Metro keeps going UP.",3546,2
902,4074,4074,CLINT419,2023-03-27 18:05:27+00:00,3009,493,18,26,145770.0,"tyler the creator really the epitome of, Imma do what the fuck I want, and Imma do it well.",3546,1
903,8158,8158,gldivittorio,2023-03-30 22:36:21+00:00,3292,244,8,2,89578.0,Trying to overturn an entire election with a violent mob as backup then getting only getting indicted for something because you tried to file sex worker hush money as a business expense is such a white man way to go down,3546,1
904,1506,1506,Shah_Hussain99,2023-03-30 15:05:22+00:00,2903,551,51,37,227517.0,We need more brown queers loving brown queers movies. No more interracial (poc with white boyfriend) movies lmao,3542,0
905,5526,5526,WhiteHouse,2023-03-31 20:40:37+00:00,2124,330,1023,64,417360.0,President Biden is fighting for Samantha and all transgender Americans – who deserve to live a life of equality. https://t.co/2xigW32DWw,3541,2
906,10781,10781,chartdata,2023-03-31 15:55:46+00:00,3162,266,92,20,172951.0,"Female artists with the most #1 albums in UK history:
@Madonna 12
@taylorswift13 9
@kylieminogue 8
@BarbraStreisand 7*
Lana Del Rey 6
@celinedion 5
@ladygaga 5*
@Adele 4
@rihanna 4
Ariana Grande 4
@Beyonce 4
@Pink 4",3540,2
907,8424,8424,augustIune,2023-03-28 21:08:56+00:00,2553,874,6,105,35000.0,another SEVEN ALL KILL diggity fancam thank you jeno for fighting for diggity to be on the setlist https://t.co/eD8IHVpZnK,3538,2
908,8141,8141,WhiteHouse,2023-03-31 19:00:01+00:00,2372,741,352,68,278203.0,"The Biden-Harris Administration is traveling across the country to highlight how @POTUS’ Investing in America agenda is unleashing a manufacturing boom, rebuilding our infrastructure, creating good-paying jobs, and lowering costs – right in your neighborhood. https://t.co/2YKGgocvmf",3533,2
909,998,998,chaniamorel,2023-03-24 22:54:05+00:00,2659,667,110,95,297288.0,I wanna be with my nigga wym.,3531,0
910,2328,2328,TrevinWax,2023-03-28 17:31:40+00:00,2810,592,40,86,206126.0,"Just weeks ago, the pastor of Covenant Presbyterian (and father of one of the children killed yesterday) preached on Jesus as Death’s Conqueror, even as He wept before the tomb of Lazarus. 

Pray for this family and for this church. God, be near. https://t.co/9DxcoNHRCJ",3528,2
911,5912,5912,TrevinWax,2023-03-28 17:31:40+00:00,2811,592,39,86,206088.0,"Just weeks ago, the pastor of Covenant Presbyterian (and father of one of the children killed yesterday) preached on Jesus as Death’s Conqueror, even as He wept before the tomb of Lazarus. 

Pray for this family and for this church. God, be near. https://t.co/9DxcoNHRCJ",3528,2
912,3506,3506,villainpinks,2023-03-31 15:00:51+00:00,2344,974,68,139,55281.0,.@BLACKPINK #JISOO ‘FLOWER’ reaches a new peak of #2 (+1) on MelOn Top 100 chart!,3525,2
913,4101,4101,danielgoyal,2023-03-31 21:40:52+00:00,2705,743,58,19,57753.0,"FYI, Barclay, this has fuck all to do with you! And everything to do with our dedicated GPs who are burning themselves out to mitigate your government’s criminal negligence of the health of the public. https://t.co/OjmUzZL2m9",3525,2
914,2385,2385,CKellyUAP,2023-03-29 21:50:50+00:00,2426,884,182,29,70904.0,"Only a matter of time before the prosecutions begin

They’ve killed innocent people &amp; covered it up

But they can’t cover it up forever

ALL remaining doses need to be destroyed immediately

And a message for the TGA &amp; other Big Pharma salespeople, you can https://t.co/X8HincSF3X…",3521,2
915,6042,6042,CKellyUAP,2023-03-29 21:50:50+00:00,2425,884,182,29,70887.0,"Only a matter of time before the prosecutions begin

They’ve killed innocent people &amp; covered it up

But they can’t cover it up forever

ALL remaining doses need to be destroyed immediately

And a message for the TGA &amp; other Big Pharma salespeople, you can https://t.co/X8HincSF3X…",3520,2
916,3128,3128,JadeAtrophis,2023-03-25 00:46:02+00:00,3196,220,88,12,72337.0,"This is some fuckin vile shit

The cheery jokey music and the “lol he didn’t try hard enough” tone of the tweet over a guy getting a bomb dropped on him

Dystopian stuff, man",3516,1
917,9746,9746,whitesox,2023-03-31 03:01:50+00:00,3280,204,20,11,85455.0,"The first of many. Congratulations, Pedro Grifol! https://t.co/c03vCThRcW",3515,2
918,409,409,Carla51354199,2023-03-25 06:23:50+00:00,2598,847,60,6,78324.0,Wrong and misleading headline by @nytimes. Rahul Gandhi was not expelled but automatically disqualified under the law introduced by Rahul Gandhi’s political party in 2013. Nothing to do with Modi. Most things you read in NY Times are trash.,3511,2
919,5904,5904,vodk_anon,2023-03-30 18:05:12+00:00,3128,324,35,6,141064.0,"Western OSINT: ""I have precisely geolocated the coordinates of this Russian tank loss, I believe it's a T-72B3, hard tell from this angle""

Russian OSINT: ""5 billion NATO generals killed in strike, no evidence yet but the Russian MoD have confirmed it so it should be legit""",3493,2
920,10737,10737,K_IngalaSmith,2023-03-31 07:01:42+00:00,3005,322,146,20,65610.0,"@UKLabour Horrific the number of people haranguing Rosie Duffield under this tweet.
What are you doing to protect female MPs from harassment?
Duffield is not anti-trans she has simply spoken up for women, particularly victim-survivors of men’s violence.",3493,2
921,11303,11303,JoyceWhiteVance,2023-03-27 15:18:49+00:00,2703,714,67,6,132321.0,"Seems like a bad look heading towards 2024 if young voters expect government to work for them, not just businesses &amp; the extremely wealthy.",3490,2
922,336,336,MrAndyNgo,2023-03-26 03:44:05+00:00,2178,925,329,57,152567.0,#Antifa &amp; far-left protesters disrupted the #GiftOfLife pro-life march in New York City by blocking the path with trash. https://t.co/kj1HBiNia9,3489,2
923,10629,10629,MrOluwatobby,2023-03-30 13:22:22+00:00,3086,290,67,33,400877.0,"I don't know who needs this 🥹

In 2019, I applied for a job titled: FEMALE WEB DEVELOPER 

Lol. I was called for an interview. I ironed my shirt &amp; trousers &amp; traveled for the interview

Fast forward..

- 6 salary increases
- 2023 - Lead, Engineering team

The only way is up 🏆🚀 https://t.co/9uEYuIeu3c",3476,2
924,8539,8539,joshuaIover,2023-03-28 02:31:58+00:00,2868,433,44,131,186330.0,Since y'all want to be assholes to loona joel shoots up the entire hospital including marlene to save ellie from being killed and he kills a doctor and in season 2 the doctor's daughter kills him as revenge and then ellie sets out to kill everyone who aided in joel's death,3476,0
925,6004,6004,joshuaIover,2023-03-28 02:31:58+00:00,2868,433,44,131,186325.0,Since y'all want to be assholes to loona joel shoots up the entire hospital including marlene to save ellie from being killed and he kills a doctor and in season 2 the doctor's daughter kills him as revenge and then ellie sets out to kill everyone who aided in joel's death,3476,0
926,5825,5825,DeputyARUUU,2023-03-31 21:35:27+00:00,3193,89,180,8,80952.0,"Men always say they love a girl that can just kill them and then they meet a girl that can kill ‘em and they just stop answering your calls, block you on everything, tell you that you should be locked up and even change their address, I just don’t get it ???? WHAT THE FUCK https://t.co/9IyE9ztzWt",3470,1
927,9125,9125,rarestofall_,2023-03-29 23:48:41+00:00,2266,1070,10,119,122000.0,something off about all these niggas if you ask me,3465,0
